Marca,Modelo,Fecha_Publicacion,Peso_Mujer,Peso_Hombre,Precio,Drop,Perfil_Anterior,Perfil_Posterior,taco,terreno_categoria,distancia_categoria,corredor_categoria,durabilidad_categoria,upper_categoria,mediasuela_categoria,suela_categoria,placa
On,Cloud Surfer,2011-09-04,318.0,318.0,,,,,,Fácil/Rodador,Media,Ligero,Baja,,,,
Hi-Tec,V-Lite Infinity Event,2011-08-09,349.0,349.0,,,,,,Fácil/Rodador,Larga,Medio,Media,Membrana,,Vibram,
New Balance,573,2011-08-01,299.0,299.0,,,,,,Fácil/Rodador,Corta,Ligero,Baja,,,,
Joluvi,Sueve,2011-07-26,425.0,425.0,,,,,,Técnico,Media,Medio,Alta,,,Vibram,
Vasque,Blur,2011-07-20,429.0,429.0,,,,,,Polivalente,Media,Medio,Alta,,,,
Hi-Tec,V-Lite Infinity HPI,2011-07-14,365.0,365.0,,,,,,Fácil/Rodador,Larga,Ligero,Media,Tela,EVA Convencional,Vibram,
Vasque,Transistor FS,2011-07-05,300.0,300.0,,,,,,Compacto/Roca,Larga,Ligero,Media,,,,
New Balance,814,2011-06-30,348.0,348.0,,,,,,Fácil/Rodador,Media,Medio,Alta,Tela,,,
Salomon,S-Lab 4,2011-06-27,302.0,302.0,,,,,,Compacto/Roca,Ultra,Ligero,Media,Malla,,Salomon Contagrip,
Salomon,XA Pro 3D Ultra 2,2011-06-27,490.0,490.0,119.95,,,,,Polivalente,Ultra,Medio,Alta,Malla,,,
Salomon,XR Crossmax,2011-06-23,328.0,328.0,,,,,,Fácil/Rodador,Larga,Medio,Media,Hilo,EVA Convencional,Salomon Contagrip,
Adidas,Riot 3,2011-06-21,356.0,356.0,,,,,,Polivalente,Larga,Medio,Alta,Tela,EVA Convencional,Continental,
Chiruca,Tiger GTX,2011-06-05,394.0,394.0,,,,,,Técnico,Larga,Medio,Alta,Membrana,EVA Convencional,Vibram,
The North Face,Double Track,2011-06-05,415.0,415.0,133.0,,,,,Fácil/Rodador,Media,Medio,Media,,,,
Vasque,Mindbender GTX,2011-05-26,396.0,396.0,,,,,,Polivalente,Larga,Pesado,Media,,EVA Convencional,,
The North Face,Ultra 105,2011-05-20,335.0,335.0,,,,,,Compacto/Roca,Larga,Medio,Baja,,,,
Columbia,Master of faster,2011-05-12,448.0,448.0,,,,,,Polivalente,Larga,Medio,Alta,,EVA Convencional,,
Mizuno,Wave Ascend 4,2011-05-09,385.0,385.0,,,,,,Polivalente,Media,Medio,Alta,,,,
Columbia,Switchback 2,2011-05-05,323.0,323.0,,,,,,Fácil/Rodador,Ultra,Ligero,Baja,Membrana,,Columbia Omni-Grip,
Salomon,SpeedCross 2,2011-05-02,274.0,274.0,,,,,,Técnico,Corta,Ligero,Alta,,,,
Boreal,Arrow,2011-04-26,360.0,360.0,,,,,,Técnico,Media,Medio,Media,Hilo,,Vibram,
Newton Running,Terra Momentum,2011-03-24,302.0,302.0,,,,,,Fácil/Rodador,Media,Medio,Baja,,,,
Columbia,Switchback,2011-03-14,416.0,416.0,,,,,,Polivalente,Media,Medio,Alta,,,,
New Balance,876,2011-03-09,320.0,320.0,,,,,,Polivalente,Larga,Medio,Alta,,,,
LaFuma,Moon Race,2011-03-06,,,140.0,,,,,Polivalente,Media,Medio,Media,,,Vibram,
La Sportiva,Raptor,2011-03-02,430.0,430.0,,,,,,Técnico,Media,Medio,Alta,,,,
Mizuno,Wave Harrier 2,2011-03-01,354.0,354.0,,,,,,Fácil/Rodador,Media,Ligero,Baja,Malla,,,
Bestard,Alfa NW XCR,2011-02-04,435.0,435.0,,,,,,Compacto/Roca,Corta,Pesado,Alta,,,Vibram,
Salomon,XT Wings 2 GTX W,2011-01-24,330.0,330.0,,,,,,Polivalente,Media,Medio,Alta,Membrana,,Salomon Contagrip,
Ternua,Tximista,2011-01-12,323.0,323.0,,,,,,Técnico,Corta,Pesado,Alta,,,Vibram,
The North Face,Rucky Chucky,2011-01-11,418.0,418.0,,,,,,Técnico,Larga,Pesado,Alta,Membrana,,,
Ternua,Zanskar Event,2011-01-07,363.0,363.0,,,,,,Fácil/Rodador,Media,Medio,Media,,,Hypergrip,
Montrail,Mountain Masochist,2011-01-02,318.0,318.0,,,,,,Compacto/Roca,Larga,Ligero,Media,,,,
Ternua,Azkar,2011-01-01,341.0,341.0,,,,,,Fácil/Rodador,Media,Medio,Media,,,Hypergrip,
Teva,Sear Event,2010-12-30,373.0,373.0,,,,,,Barro/Blando,Corta,Pesado,Alta,,EVA Convencional,,
The North Face,Single Track,2010-12-28,320.0,320.0,123.0,,,,,Fácil/Rodador,Ultra,Ligero,Baja,Malla,,,
Garmont,Escape 9.81,2010-12-28,387.0,387.0,,,,,,Compacto/Roca,Larga,Pesado,Media,,,,
Teva,Forge Pro Event,2010-12-26,395.0,395.0,,,,,,Barro/Blando,Media,Pesado,Alta,,EVA Convencional,,
Hi-Tec,VLite BlackHawk,2010-12-25,365.0,365.0,,,,,,Fácil/Rodador,Corta,Pesado,Alta,,,,
Mizuno,Wave Mt. Hood 2,2010-12-24,336.0,336.0,,,,,,Fácil/Rodador,Media,Medio,Baja,,,,
Saucony,Progrid Xodus 2,2010-12-24,342.0,342.0,,,,,,Compacto/Roca,Larga,Medio,Media,,,Vibram,
Asolo,Predator,2010-12-24,355.0,355.0,,,,,,Compacto/Roca,Corta,Ligero,Media,,,,
LaFuma,Sky Race,2010-12-24,367.0,367.0,,,,,,Técnico,Corta,Ligero,Media,,,Vibram,
Salomon,XT Wings 2,2010-12-23,345.0,345.0,,,,,,Polivalente,Media,Medio,Media,Malla,,Salomon Contagrip,
La Sportiva,Crosslite,2010-12-23,298.0,298.0,,,,,,Técnico,Corta,Ligero,Media,Malla,,,
Asics,Trail Attack 6,2010-12-23,306.0,306.0,,,,,,Fácil/Rodador,Larga,Ligero,Baja,,,,
Under Armour,Janan,2010-12-23,345.0,345.0,,,,,,Fácil/Rodador,Larga,Medio,Media,,,,
Salomon,XA PRO 3D Ultra,2010-12-22,360.0,360.0,,,,,,Técnico,Media,Medio,Alta,,,,
Trangoworld,Prowler,2010-11-28,320.0,320.0,,,,,,Polivalente,Media,Medio,Media,,,,
Columbia,Ravenous,2010-11-28,355.0,355.0,,,,,,Polivalente,Media,Medio,Media,Membrana,EVA Convencional,,
Adidas,Kanadia TR 3,2010-09-21,317.0,317.0,,,,,,Polivalente,Media,Medio,Media,,,,
